go.id	term
GO:0039564	suppression by virus of host JAK-STAT cascade via inhibition of STAT2 activity
GO:1990019	protein storage vacuole organization
GO:0039563	suppression by virus of host JAK-STAT cascade via inhibition of STAT1 activity
GO:0039557	suppression by virus of host viral-induced cytoplasmic pattern recognition receptor signaling pathway via inhibition of IRF7 activity
GO:0039558	obsolete suppression by virus of host IRF7 activity by positive regulation of IRF7 sumoylation
GO:0039555	obsolete suppression by virus of host MDA-5 activity via MDA-5 binding
GO:0039559	obsolete suppression by virus of host IRF7 activity by positive regulation of IRF7 catabolic process
GO:0039550	obsolete suppression by virus of host IRF3 activity by inhibition of DNA binding
GO:1990029	vasomotion
GO:0039554	suppression by virus of host viral-induced cytoplasmic pattern recognition receptor signaling pathway via inhibition of host MDA-5 activity
GO:0039551	obsolete suppression by virus of host IRF3 activity by positive regulation of IRF3 catabolic process
GO:0039544	obsolete suppression by virus of host RIG-I activity by RIG-I proteolysis
GO:0039542	obsolete suppression by virus of host RIG-I K63-linked ubiquitination
GO:0039540	suppression by virus of host viral-induced cytoplasmic pattern recognition receptor signaling pathway via inhibition of host RIG-I activity
GO:0039531	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway
GO:1990401	embryonic lung development
GO:1990402	embryonic liver development
GO:1990419	obsolete response to elemental metal
GO:0098037	viral DNA genome packaging, 5' extended cos packaging
GO:1990420	establishment of septation initiation network asymmetry
GO:0098038	non-replicative DNA transposition
GO:0098039	replicative DNA transposition
GO:1990426	mitotic recombination-dependent replication fork processing
GO:0015709	thiosulfate transport
GO:0015704	cyanate transport
GO:0015705	iodide transport
GO:0015707	nitrite transport
GO:0015700	arsenite transport
GO:0015701	bicarbonate transport
GO:0015702	chlorate transport
GO:0015703	chromate transport
GO:0098005	viral head-tail joining
GO:0098002	receptor-mediated bacteriophage irreversible attachment to host cell
GO:0098003	viral tail assembly
GO:0098001	receptor-mediated bacteriophage reversible attachment to host cell
GO:0098006	viral DNA genome packaging, headful
GO:0015669	gas transport
GO:0039608	obsolete suppression by virus of host translation initiation factor activity by induction of host protein dephosphorylation
GO:0039602	suppression by virus of host transcription initiation from RNA polymerase II promoter
GO:0039606	suppression by virus of host translation initiation
GO:1990394	cellular response to cell wall damage
GO:1990396	single-strand break repair via homologous recombination
GO:1990397	queuosine salvage
GO:0015628	protein secretion by the type II secretion system
GO:0050000	chromosome localization
GO:0039698	polyadenylation of viral mRNA by polymerase stuttering
GO:0039699	viral mRNA cap methylation
GO:0039696	RNA-templated viral transcription
GO:0039697	negative stranded viral RNA transcription
GO:0039695	DNA-templated viral transcription
GO:1990379	lipid transport across blood-brain barrier
GO:0001079	nitrogen catabolite regulation of transcription from RNA polymerase II promoter
GO:0039685	rolling hairpin viral DNA replication
GO:0039686	bidirectional double-stranded viral DNA replication
GO:0039683	rolling circle double-stranded viral DNA replication
GO:0039684	rolling circle single-stranded viral DNA replication
GO:1990383	cellular response to biotin starvation
GO:1990386	mitotic cleavage furrow ingression
GO:1990382	obsolete melanosome assembly
GO:0039677	exit of virus from host cell nucleus via nuclear envelope disassembly
GO:0039671	evasion by virus of host natural killer cell activity
GO:0039674	exit of virus from host cell nucleus
GO:0039675	exit of virus from host cell nucleus through nuclear pore
GO:0039672	suppression by virus of host natural killer cell activation
GO:0039673	evasion by virus of host dendritic cell activity
GO:0015698	inorganic anion transport
GO:0015699	antimonite transport
GO:0015692	lead ion transport
GO:0015693	magnesium ion transport
GO:0015694	mercury ion transport
GO:0015695	organic cation transport
GO:1990314	cellular response to insulin-like growth factor stimulus
GO:0039663	membrane fusion involved in viral entry into host cell
GO:0015690	aluminum cation transport
GO:0015691	cadmium ion transport
GO:0001060	transcription by RNA polymerase V
GO:0015679	plasma membrane copper ion transport
GO:0015675	nickel cation transport
GO:0015676	vanadium ion transport
GO:0015677	copper ion import
GO:0015670	carbon dioxide transport
GO:0015671	oxygen transport
GO:0015673	silver ion transport
GO:0015689	molybdate ion transport
GO:0015685	ferric-enterobactin import into cell
GO:0015686	ferric triacetylfusarinine C import into cell
GO:0015687	ferric-hydroxamate import into cell
GO:0015680	protein maturation by copper ion transfer
GO:0015818	isoleucine transport
GO:0015814	p-aminobenzoyl-glutamate transport
GO:0015816	glycine transport
GO:0015817	histidine transport
GO:0015810	aspartate transmembrane transport
GO:0015811	L-cystine transport
GO:0015812	gamma-aminobutyric acid transport
GO:0015829	valine transport
GO:0015826	threonine transport
GO:0015827	tryptophan transport
GO:0015828	tyrosine transport
GO:0015821	methionine transport
GO:0015822	ornithine transport
GO:0015823	phenylalanine transport
GO:0015824	proline transport
GO:0015820	leucine transport
GO:0015807	L-amino acid transport
GO:0015808	L-alanine transport
GO:0015803	branched-chain amino acid transport
GO:0015804	neutral amino acid transport
GO:0015805	S-adenosyl-L-methionine transport
GO:0015806	S-methylmethionine transport
GO:0015800	acidic amino acid transport
GO:0015801	aromatic amino acid transport
GO:0015802	basic amino acid transport
GO:0015777	teichoic acid transport
GO:0015779	glucuronoside transport
GO:0015773	raffinose transport
GO:0015774	polysaccharide transport
GO:0015775	beta-glucan transport
GO:0015776	capsular polysaccharide transport
GO:0015770	sucrose transport
GO:0015772	oligosaccharide transport
GO:0015789	UDP-N-acetylgalactosamine transmembrane transport
GO:0015787	UDP-glucuronic acid transmembrane transport
GO:0015780	nucleotide-sugar transmembrane transport
GO:0015782	CMP-N-acetylneuraminate transmembrane transport
GO:0015783	GDP-fucose transmembrane transport
GO:0001115	protein-DNA-RNA complex organization
GO:0001116	protein-DNA-RNA complex assembly
GO:0001117	protein-DNA-RNA complex disassembly
GO:0001111	RNA polymerase II promoter clearance
GO:0001112	DNA-templated transcription open complex formation
GO:0001113	transcription open complex formation at RNA polymerase II promoter
GO:0015759	beta-glucoside transport
GO:0015755	fructose transmembrane transport
GO:0015756	fucose transmembrane transport
GO:0039723	suppression by virus of host viral-induced cytoplasmic pattern recognition receptor signaling pathway via inhibition of TBK1 activity
GO:0015757	galactose transmembrane transport
GO:0015751	arabinose transmembrane transport
GO:0015752	D-ribose transmembrane transport
GO:0015753	D-xylose transmembrane transport
GO:0039724	suppression by virus of host viral-induced cytoplasmic pattern recognition receptor signaling pathway via inhibition of IKBKE activity
GO:0015754	allose transmembrane transport
GO:0015750	pentose transmembrane transport
GO:0001119	protein-DNA-RNA complex remodeling
GO:0015766	disaccharide transport
GO:0039711	cytoplasmic helical capsid assembly
GO:0015767	lactose transport
GO:0039712	obsolete induction by virus of host catalytic activity
GO:0015768	maltose transport
GO:0015769	melibiose transport
GO:0039710	cytoplasmic icosahedral capsid assembly
GO:0015762	rhamnose transmembrane transport
GO:0015763	N-acetylgalactosamine transport
GO:0015764	N-acetylglucosamine transport
GO:0015765	methylgalactoside transport
GO:0015760	glucose-6-phosphate transport
GO:0015761	mannose transmembrane transport
GO:1990277	parasexual reproduction with cellular fusion
GO:1990278	obsolete positive regulation of MBF transcription factor activity
GO:1990279	obsolete negative regulation of MBF transcription factor activity
GO:1990273	snRNA capping
GO:1990274	mitotic actomyosin contractile ring disassembly
GO:0015737	galacturonate transmembrane transport
GO:0015738	glucuronate transmembrane transport
GO:0015739	sialic acid transport
GO:0015733	shikimate transmembrane transport
GO:0039700	fusion of viral membrane with host outer nuclear membrane
GO:0039701	microtubule-dependent intracellular transport of viral material towards cell periphery
GO:0015734	taurine transport
GO:0015735	uronic acid transmembrane transport
GO:0015736	hexuronate transmembrane transport
GO:0015730	propanoate transmembrane transport
GO:0039702	viral budding via host ESCRT complex
GO:0015731	3-hydroxyphenyl propanoate transport
GO:0015732	prostaglandin transport
GO:0001100	negative regulation of exit from mitosis
GO:0001101	response to acid chemical
GO:0015748	organophosphate ester transport
GO:0015744	succinate transport
GO:0015745	tartrate transmembrane transport
GO:0015746	citrate transport
GO:0015747	urate transport
GO:0015740	C4-dicarboxylate transport
GO:0015741	fumarate transport
GO:0015742	alpha-ketoglutarate transport
GO:0015743	malate transport
GO:0015719	allantoate transport
GO:0015715	nucleotide-sulfate transport
GO:0015716	organic phosphonate transport
GO:0015717	triose phosphate transport
GO:0015718	monocarboxylic acid transport
GO:0015711	organic anion transport
GO:0015712	hexose phosphate transport
GO:0015713	phosphoglycerate transmembrane transport
GO:0015714	phosphoenolpyruvate transport
GO:0015710	tellurite transport
GO:0015726	L-idonate transmembrane transport
GO:0015727	lactate transport
GO:0015728	mevalonate transport
GO:0015729	oxaloacetate transport
GO:0015722	canalicular bile acid transport
GO:0015723	bilirubin transport
GO:0015724	formate transport
GO:0015720	allantoin transport
GO:0015721	bile acid and bile salt transport
GO:1990255	subsynaptic reticulum organization
GO:1990258	histone glutamine methylation
GO:1990253	cellular response to leucine starvation
GO:0001192	maintenance of transcriptional fidelity during transcription elongation
GO:0001193	maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II
GO:1990266	neutrophil migration
GO:1990267	response to transition metal nanoparticle
GO:1990262	anti-Mullerian hormone signaling pathway
GO:1990263	spore wall assembly MAPK cascade
GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity
GO:1990260	obsolete negative regulation of transcription from RNA polymerase II promoter by transcription factor localization involved in response to DNA damage checkpoint signaling
GO:1990261	pre-mRNA catabolic process
